2024-04-23-19-09-27
CompletionUsage(completion_tokens=82, prompt_tokens=372, total_tokens=454)
CompletionUsage(completion_tokens=70, prompt_tokens=508, total_tokens=578)
CompletionUsage(completion_tokens=79, prompt_tokens=489, total_tokens=568)
CompletionUsage(completion_tokens=59, prompt_tokens=496, total_tokens=555)
CompletionUsage(completion_tokens=103, prompt_tokens=462, total_tokens=565)
CompletionUsage(completion_tokens=90, prompt_tokens=433, total_tokens=523)
CompletionUsage(completion_tokens=78, prompt_tokens=489, total_tokens=567)
CompletionUsage(completion_tokens=104, prompt_tokens=397, total_tokens=501)
CompletionUsage(completion_tokens=5, prompt_tokens=1278, total_tokens=1283)
CompletionUsage(completion_tokens=84, prompt_tokens=417, total_tokens=501)
CompletionUsage(completion_tokens=75, prompt_tokens=422, total_tokens=497)
CompletionUsage(completion_tokens=91, prompt_tokens=416, total_tokens=507)
CompletionUsage(completion_tokens=121, prompt_tokens=458, total_tokens=579)
CompletionUsage(completion_tokens=130, prompt_tokens=493, total_tokens=623)
CompletionUsage(completion_tokens=130, prompt_tokens=489, total_tokens=619)
CompletionUsage(completion_tokens=119, prompt_tokens=509, total_tokens=628)
CompletionUsage(completion_tokens=127, prompt_tokens=490, total_tokens=617)
CompletionUsage(completion_tokens=110, prompt_tokens=497, total_tokens=607)
CompletionUsage(completion_tokens=131, prompt_tokens=463, total_tokens=594)
CompletionUsage(completion_tokens=137, prompt_tokens=434, total_tokens=571)
CompletionUsage(completion_tokens=148, prompt_tokens=490, total_tokens=638)
CompletionUsage(completion_tokens=89, prompt_tokens=398, total_tokens=487)
CompletionUsage(completion_tokens=5, prompt_tokens=1279, total_tokens=1284)
CompletionUsage(completion_tokens=127, prompt_tokens=457, total_tokens=584)
CompletionUsage(completion_tokens=82, prompt_tokens=461, total_tokens=543)
CompletionUsage(completion_tokens=82, prompt_tokens=449, total_tokens=531)
CompletionUsage(completion_tokens=94, prompt_tokens=432, total_tokens=526)
CompletionUsage(completion_tokens=78, prompt_tokens=448, total_tokens=526)
CompletionUsage(completion_tokens=160, prompt_tokens=467, total_tokens=627)
CompletionUsage(completion_tokens=110, prompt_tokens=481, total_tokens=591)
CompletionUsage(completion_tokens=92, prompt_tokens=461, total_tokens=553)
CompletionUsage(completion_tokens=90, prompt_tokens=461, total_tokens=551)
CompletionUsage(completion_tokens=83, prompt_tokens=452, total_tokens=535)
CompletionUsage(completion_tokens=62, prompt_tokens=472, total_tokens=534)
CompletionUsage(completion_tokens=49, prompt_tokens=432, total_tokens=481)
CompletionUsage(completion_tokens=71, prompt_tokens=433, total_tokens=504)
CompletionUsage(completion_tokens=92, prompt_tokens=490, total_tokens=582)
CompletionUsage(completion_tokens=72, prompt_tokens=432, total_tokens=504)
CompletionUsage(completion_tokens=70, prompt_tokens=446, total_tokens=516)
CompletionUsage(completion_tokens=146, prompt_tokens=500, total_tokens=646)
CompletionUsage(completion_tokens=169, prompt_tokens=465, total_tokens=634)
CompletionUsage(completion_tokens=149, prompt_tokens=465, total_tokens=614)
CompletionUsage(completion_tokens=169, prompt_tokens=465, total_tokens=634)
CompletionUsage(completion_tokens=73, prompt_tokens=1453, total_tokens=1526)
CompletionUsage(completion_tokens=98, prompt_tokens=448, total_tokens=546)
CompletionUsage(completion_tokens=77, prompt_tokens=452, total_tokens=529)
CompletionUsage(completion_tokens=76, prompt_tokens=440, total_tokens=516)
CompletionUsage(completion_tokens=83, prompt_tokens=423, total_tokens=506)
CompletionUsage(completion_tokens=50, prompt_tokens=439, total_tokens=489)
CompletionUsage(completion_tokens=70, prompt_tokens=458, total_tokens=528)
CompletionUsage(completion_tokens=67, prompt_tokens=472, total_tokens=539)
CompletionUsage(completion_tokens=75, prompt_tokens=452, total_tokens=527)
CompletionUsage(completion_tokens=74, prompt_tokens=452, total_tokens=526)
CompletionUsage(completion_tokens=65, prompt_tokens=443, total_tokens=508)
CompletionUsage(completion_tokens=68, prompt_tokens=463, total_tokens=531)
CompletionUsage(completion_tokens=63, prompt_tokens=423, total_tokens=486)
CompletionUsage(completion_tokens=71, prompt_tokens=424, total_tokens=495)
CompletionUsage(completion_tokens=68, prompt_tokens=481, total_tokens=549)
CompletionUsage(completion_tokens=63, prompt_tokens=423, total_tokens=486)
CompletionUsage(completion_tokens=76, prompt_tokens=437, total_tokens=513)
CompletionUsage(completion_tokens=85, prompt_tokens=491, total_tokens=576)
CompletionUsage(completion_tokens=94, prompt_tokens=456, total_tokens=550)
CompletionUsage(completion_tokens=99, prompt_tokens=456, total_tokens=555)
CompletionUsage(completion_tokens=99, prompt_tokens=456, total_tokens=555)
CompletionUsage(completion_tokens=5, prompt_tokens=1444, total_tokens=1449)
CompletionUsage(completion_tokens=92, prompt_tokens=449, total_tokens=541)
CompletionUsage(completion_tokens=146, prompt_tokens=453, total_tokens=599)
CompletionUsage(completion_tokens=167, prompt_tokens=441, total_tokens=608)
CompletionUsage(completion_tokens=94, prompt_tokens=424, total_tokens=518)
CompletionUsage(completion_tokens=113, prompt_tokens=440, total_tokens=553)
CompletionUsage(completion_tokens=131, prompt_tokens=459, total_tokens=590)
CompletionUsage(completion_tokens=101, prompt_tokens=473, total_tokens=574)
CompletionUsage(completion_tokens=81, prompt_tokens=453, total_tokens=534)
CompletionUsage(completion_tokens=110, prompt_tokens=453, total_tokens=563)
CompletionUsage(completion_tokens=74, prompt_tokens=444, total_tokens=518)
CompletionUsage(completion_tokens=51, prompt_tokens=464, total_tokens=515)
CompletionUsage(completion_tokens=92, prompt_tokens=424, total_tokens=516)
CompletionUsage(completion_tokens=5, prompt_tokens=425, total_tokens=430)
CompletionUsage(completion_tokens=129, prompt_tokens=482, total_tokens=611)
CompletionUsage(completion_tokens=92, prompt_tokens=424, total_tokens=516)
CompletionUsage(completion_tokens=118, prompt_tokens=438, total_tokens=556)
CompletionUsage(completion_tokens=92, prompt_tokens=492, total_tokens=584)
CompletionUsage(completion_tokens=107, prompt_tokens=457, total_tokens=564)
CompletionUsage(completion_tokens=80, prompt_tokens=457, total_tokens=537)
CompletionUsage(completion_tokens=107, prompt_tokens=457, total_tokens=564)
CompletionUsage(completion_tokens=5, prompt_tokens=1445, total_tokens=1450)
CompletionUsage(completion_tokens=149, prompt_tokens=489, total_tokens=638)
CompletionUsage(completion_tokens=89, prompt_tokens=493, total_tokens=582)
CompletionUsage(completion_tokens=107, prompt_tokens=501, total_tokens=608)
CompletionUsage(completion_tokens=122, prompt_tokens=502, total_tokens=624)
CompletionUsage(completion_tokens=71, prompt_tokens=475, total_tokens=546)
CompletionUsage(completion_tokens=95, prompt_tokens=508, total_tokens=603)
CompletionUsage(completion_tokens=98, prompt_tokens=499, total_tokens=597)
CompletionUsage(completion_tokens=113, prompt_tokens=495, total_tokens=608)
CompletionUsage(completion_tokens=240, prompt_tokens=463, total_tokens=703)
CompletionUsage(completion_tokens=172, prompt_tokens=476, total_tokens=648)
CompletionUsage(completion_tokens=112, prompt_tokens=513, total_tokens=625)
CompletionUsage(completion_tokens=100, prompt_tokens=483, total_tokens=583)
CompletionUsage(completion_tokens=72, prompt_tokens=502, total_tokens=574)
CompletionUsage(completion_tokens=56, prompt_tokens=455, total_tokens=511)
CompletionUsage(completion_tokens=80, prompt_tokens=477, total_tokens=557)
CompletionUsage(completion_tokens=67, prompt_tokens=502, total_tokens=569)
CompletionUsage(completion_tokens=56, prompt_tokens=455, total_tokens=511)
CompletionUsage(completion_tokens=80, prompt_tokens=477, total_tokens=557)
CompletionUsage(completion_tokens=123, prompt_tokens=470, total_tokens=593)
CompletionUsage(completion_tokens=86, prompt_tokens=1382, total_tokens=1468)
CompletionUsage(completion_tokens=124, prompt_tokens=480, total_tokens=604)
CompletionUsage(completion_tokens=114, prompt_tokens=484, total_tokens=598)
CompletionUsage(completion_tokens=72, prompt_tokens=492, total_tokens=564)
CompletionUsage(completion_tokens=90, prompt_tokens=493, total_tokens=583)
CompletionUsage(completion_tokens=70, prompt_tokens=466, total_tokens=536)
CompletionUsage(completion_tokens=79, prompt_tokens=499, total_tokens=578)
CompletionUsage(completion_tokens=74, prompt_tokens=490, total_tokens=564)
CompletionUsage(completion_tokens=84, prompt_tokens=486, total_tokens=570)
CompletionUsage(completion_tokens=87, prompt_tokens=454, total_tokens=541)
CompletionUsage(completion_tokens=83, prompt_tokens=467, total_tokens=550)
CompletionUsage(completion_tokens=94, prompt_tokens=504, total_tokens=598)
CompletionUsage(completion_tokens=83, prompt_tokens=474, total_tokens=557)
CompletionUsage(completion_tokens=61, prompt_tokens=493, total_tokens=554)
CompletionUsage(completion_tokens=48, prompt_tokens=446, total_tokens=494)
CompletionUsage(completion_tokens=87, prompt_tokens=468, total_tokens=555)
CompletionUsage(completion_tokens=61, prompt_tokens=493, total_tokens=554)
CompletionUsage(completion_tokens=48, prompt_tokens=446, total_tokens=494)
CompletionUsage(completion_tokens=57, prompt_tokens=468, total_tokens=525)
CompletionUsage(completion_tokens=60, prompt_tokens=461, total_tokens=521)
CompletionUsage(completion_tokens=78, prompt_tokens=1373, total_tokens=1451)
CompletionUsage(completion_tokens=74, prompt_tokens=481, total_tokens=555)
CompletionUsage(completion_tokens=99, prompt_tokens=485, total_tokens=584)
CompletionUsage(completion_tokens=5, prompt_tokens=493, total_tokens=498)
CompletionUsage(completion_tokens=5, prompt_tokens=494, total_tokens=499)
CompletionUsage(completion_tokens=5, prompt_tokens=467, total_tokens=472)
CompletionUsage(completion_tokens=105, prompt_tokens=500, total_tokens=605)
CompletionUsage(completion_tokens=74, prompt_tokens=491, total_tokens=565)
CompletionUsage(completion_tokens=5, prompt_tokens=487, total_tokens=492)
CompletionUsage(completion_tokens=90, prompt_tokens=455, total_tokens=545)
CompletionUsage(completion_tokens=5, prompt_tokens=468, total_tokens=473)
CompletionUsage(completion_tokens=135, prompt_tokens=505, total_tokens=640)
CompletionUsage(completion_tokens=105, prompt_tokens=475, total_tokens=580)
CompletionUsage(completion_tokens=68, prompt_tokens=494, total_tokens=562)
CompletionUsage(completion_tokens=152, prompt_tokens=447, total_tokens=599)
CompletionUsage(completion_tokens=5, prompt_tokens=469, total_tokens=474)
CompletionUsage(completion_tokens=68, prompt_tokens=494, total_tokens=562)
CompletionUsage(completion_tokens=152, prompt_tokens=447, total_tokens=599)
CompletionUsage(completion_tokens=5, prompt_tokens=469, total_tokens=474)
CompletionUsage(completion_tokens=164, prompt_tokens=462, total_tokens=626)
CompletionUsage(completion_tokens=94, prompt_tokens=1374, total_tokens=1468)
CompletionUsage(completion_tokens=66, prompt_tokens=409, total_tokens=475)
CompletionUsage(completion_tokens=87, prompt_tokens=402, total_tokens=489)
CompletionUsage(completion_tokens=119, prompt_tokens=410, total_tokens=529)
CompletionUsage(completion_tokens=134, prompt_tokens=427, total_tokens=561)
CompletionUsage(completion_tokens=104, prompt_tokens=434, total_tokens=538)
CompletionUsage(completion_tokens=124, prompt_tokens=463, total_tokens=587)
CompletionUsage(completion_tokens=155, prompt_tokens=540, total_tokens=695)
CompletionUsage(completion_tokens=190, prompt_tokens=578, total_tokens=768)
CompletionUsage(completion_tokens=101, prompt_tokens=562, total_tokens=663)
CompletionUsage(completion_tokens=205, prompt_tokens=504, total_tokens=709)
CompletionUsage(completion_tokens=125, prompt_tokens=506, total_tokens=631)
CompletionUsage(completion_tokens=110, prompt_tokens=504, total_tokens=614)
CompletionUsage(completion_tokens=252, prompt_tokens=370, total_tokens=622)
CompletionUsage(completion_tokens=139, prompt_tokens=1764, total_tokens=1903)
CompletionUsage(completion_tokens=71, prompt_tokens=400, total_tokens=471)
CompletionUsage(completion_tokens=96, prompt_tokens=393, total_tokens=489)
CompletionUsage(completion_tokens=84, prompt_tokens=401, total_tokens=485)
CompletionUsage(completion_tokens=105, prompt_tokens=418, total_tokens=523)
CompletionUsage(completion_tokens=85, prompt_tokens=425, total_tokens=510)
CompletionUsage(completion_tokens=60, prompt_tokens=454, total_tokens=514)
CompletionUsage(completion_tokens=57, prompt_tokens=531, total_tokens=588)
CompletionUsage(completion_tokens=87, prompt_tokens=569, total_tokens=656)
CompletionUsage(completion_tokens=91, prompt_tokens=553, total_tokens=644)
CompletionUsage(completion_tokens=80, prompt_tokens=495, total_tokens=575)
CompletionUsage(completion_tokens=80, prompt_tokens=497, total_tokens=577)
CompletionUsage(completion_tokens=94, prompt_tokens=495, total_tokens=589)
CompletionUsage(completion_tokens=256, prompt_tokens=361, total_tokens=617)
CompletionUsage(completion_tokens=5, prompt_tokens=1755, total_tokens=1760)
CompletionUsage(completion_tokens=103, prompt_tokens=401, total_tokens=504)
CompletionUsage(completion_tokens=130, prompt_tokens=394, total_tokens=524)
CompletionUsage(completion_tokens=132, prompt_tokens=402, total_tokens=534)
CompletionUsage(completion_tokens=96, prompt_tokens=419, total_tokens=515)
CompletionUsage(completion_tokens=118, prompt_tokens=426, total_tokens=544)
CompletionUsage(completion_tokens=111, prompt_tokens=455, total_tokens=566)
CompletionUsage(completion_tokens=98, prompt_tokens=532, total_tokens=630)
CompletionUsage(completion_tokens=111, prompt_tokens=570, total_tokens=681)
CompletionUsage(completion_tokens=110, prompt_tokens=554, total_tokens=664)
CompletionUsage(completion_tokens=114, prompt_tokens=496, total_tokens=610)
CompletionUsage(completion_tokens=113, prompt_tokens=498, total_tokens=611)
CompletionUsage(completion_tokens=108, prompt_tokens=496, total_tokens=604)
CompletionUsage(completion_tokens=247, prompt_tokens=362, total_tokens=609)
CompletionUsage(completion_tokens=5, prompt_tokens=1756, total_tokens=1761)
CompletionUsage(completion_tokens=171, prompt_tokens=388, total_tokens=559)
CompletionUsage(completion_tokens=189, prompt_tokens=337, total_tokens=526)
CompletionUsage(completion_tokens=71, prompt_tokens=382, total_tokens=453)
CompletionUsage(completion_tokens=66, prompt_tokens=391, total_tokens=457)
CompletionUsage(completion_tokens=78, prompt_tokens=390, total_tokens=468)
CompletionUsage(completion_tokens=125, prompt_tokens=416, total_tokens=541)
CompletionUsage(completion_tokens=99, prompt_tokens=476, total_tokens=575)
CompletionUsage(completion_tokens=88, prompt_tokens=463, total_tokens=551)
CompletionUsage(completion_tokens=100, prompt_tokens=465, total_tokens=565)
CompletionUsage(completion_tokens=85, prompt_tokens=358, total_tokens=443)
CompletionUsage(completion_tokens=107, prompt_tokens=471, total_tokens=578)
CompletionUsage(completion_tokens=158, prompt_tokens=323, total_tokens=481)
CompletionUsage(completion_tokens=102, prompt_tokens=354, total_tokens=456)
CompletionUsage(completion_tokens=90, prompt_tokens=364, total_tokens=454)
CompletionUsage(completion_tokens=122, prompt_tokens=322, total_tokens=444)
CompletionUsage(completion_tokens=115, prompt_tokens=1629, total_tokens=1744)
CompletionUsage(completion_tokens=61, prompt_tokens=379, total_tokens=440)
CompletionUsage(completion_tokens=52, prompt_tokens=328, total_tokens=380)
CompletionUsage(completion_tokens=64, prompt_tokens=373, total_tokens=437)
CompletionUsage(completion_tokens=93, prompt_tokens=382, total_tokens=475)
CompletionUsage(completion_tokens=102, prompt_tokens=381, total_tokens=483)
CompletionUsage(completion_tokens=74, prompt_tokens=407, total_tokens=481)
CompletionUsage(completion_tokens=58, prompt_tokens=467, total_tokens=525)
CompletionUsage(completion_tokens=58, prompt_tokens=454, total_tokens=512)
CompletionUsage(completion_tokens=65, prompt_tokens=456, total_tokens=521)
CompletionUsage(completion_tokens=69, prompt_tokens=349, total_tokens=418)
CompletionUsage(completion_tokens=103, prompt_tokens=462, total_tokens=565)
CompletionUsage(completion_tokens=71, prompt_tokens=314, total_tokens=385)
CompletionUsage(completion_tokens=68, prompt_tokens=345, total_tokens=413)
CompletionUsage(completion_tokens=94, prompt_tokens=355, total_tokens=449)
CompletionUsage(completion_tokens=63, prompt_tokens=313, total_tokens=376)
CompletionUsage(completion_tokens=70, prompt_tokens=1620, total_tokens=1690)
CompletionUsage(completion_tokens=200, prompt_tokens=380, total_tokens=580)
CompletionUsage(completion_tokens=5, prompt_tokens=329, total_tokens=334)
CompletionUsage(completion_tokens=87, prompt_tokens=374, total_tokens=461)
CompletionUsage(completion_tokens=95, prompt_tokens=383, total_tokens=478)
CompletionUsage(completion_tokens=82, prompt_tokens=382, total_tokens=464)
CompletionUsage(completion_tokens=117, prompt_tokens=408, total_tokens=525)
CompletionUsage(completion_tokens=87, prompt_tokens=468, total_tokens=555)
CompletionUsage(completion_tokens=104, prompt_tokens=455, total_tokens=559)
CompletionUsage(completion_tokens=154, prompt_tokens=457, total_tokens=611)
CompletionUsage(completion_tokens=97, prompt_tokens=350, total_tokens=447)
CompletionUsage(completion_tokens=104, prompt_tokens=463, total_tokens=567)
CompletionUsage(completion_tokens=79, prompt_tokens=315, total_tokens=394)
CompletionUsage(completion_tokens=5, prompt_tokens=346, total_tokens=351)
CompletionUsage(completion_tokens=5, prompt_tokens=356, total_tokens=361)
CompletionUsage(completion_tokens=78, prompt_tokens=314, total_tokens=392)
CompletionUsage(completion_tokens=5, prompt_tokens=1621, total_tokens=1626)
CompletionUsage(completion_tokens=86, prompt_tokens=457, total_tokens=543)
CompletionUsage(completion_tokens=139, prompt_tokens=451, total_tokens=590)
CompletionUsage(completion_tokens=88, prompt_tokens=456, total_tokens=544)
CompletionUsage(completion_tokens=112, prompt_tokens=500, total_tokens=612)
CompletionUsage(completion_tokens=116, prompt_tokens=437, total_tokens=553)
CompletionUsage(completion_tokens=137, prompt_tokens=412, total_tokens=549)
CompletionUsage(completion_tokens=273, prompt_tokens=396, total_tokens=669)
CompletionUsage(completion_tokens=96, prompt_tokens=781, total_tokens=877)
CompletionUsage(completion_tokens=88, prompt_tokens=448, total_tokens=536)
CompletionUsage(completion_tokens=91, prompt_tokens=442, total_tokens=533)
CompletionUsage(completion_tokens=77, prompt_tokens=447, total_tokens=524)
CompletionUsage(completion_tokens=63, prompt_tokens=491, total_tokens=554)
CompletionUsage(completion_tokens=74, prompt_tokens=428, total_tokens=502)
CompletionUsage(completion_tokens=113, prompt_tokens=403, total_tokens=516)
CompletionUsage(completion_tokens=70, prompt_tokens=387, total_tokens=457)
CompletionUsage(completion_tokens=75, prompt_tokens=772, total_tokens=847)
CompletionUsage(completion_tokens=100, prompt_tokens=449, total_tokens=549)
CompletionUsage(completion_tokens=96, prompt_tokens=443, total_tokens=539)
CompletionUsage(completion_tokens=94, prompt_tokens=448, total_tokens=542)
CompletionUsage(completion_tokens=5, prompt_tokens=492, total_tokens=497)
CompletionUsage(completion_tokens=100, prompt_tokens=429, total_tokens=529)
CompletionUsage(completion_tokens=105, prompt_tokens=404, total_tokens=509)
CompletionUsage(completion_tokens=273, prompt_tokens=388, total_tokens=661)
CompletionUsage(completion_tokens=5, prompt_tokens=773, total_tokens=778)
CompletionUsage(completion_tokens=108, prompt_tokens=482, total_tokens=590)
CompletionUsage(completion_tokens=108, prompt_tokens=475, total_tokens=583)
CompletionUsage(completion_tokens=80, prompt_tokens=472, total_tokens=552)
CompletionUsage(completion_tokens=112, prompt_tokens=508, total_tokens=620)
CompletionUsage(completion_tokens=115, prompt_tokens=501, total_tokens=616)
CompletionUsage(completion_tokens=81, prompt_tokens=513, total_tokens=594)
CompletionUsage(completion_tokens=94, prompt_tokens=526, total_tokens=620)
CompletionUsage(completion_tokens=124, prompt_tokens=559, total_tokens=683)
CompletionUsage(completion_tokens=114, prompt_tokens=542, total_tokens=656)
CompletionUsage(completion_tokens=130, prompt_tokens=548, total_tokens=678)
CompletionUsage(completion_tokens=80, prompt_tokens=463, total_tokens=543)
CompletionUsage(completion_tokens=85, prompt_tokens=473, total_tokens=558)
CompletionUsage(completion_tokens=257, prompt_tokens=470, total_tokens=727)
CompletionUsage(completion_tokens=75, prompt_tokens=520, total_tokens=595)
CompletionUsage(completion_tokens=95, prompt_tokens=512, total_tokens=607)
CompletionUsage(completion_tokens=84, prompt_tokens=522, total_tokens=606)
CompletionUsage(completion_tokens=79, prompt_tokens=522, total_tokens=601)
CompletionUsage(completion_tokens=80, prompt_tokens=512, total_tokens=592)
CompletionUsage(completion_tokens=144, prompt_tokens=1691, total_tokens=1835)
CompletionUsage(completion_tokens=55, prompt_tokens=473, total_tokens=528)
CompletionUsage(completion_tokens=73, prompt_tokens=466, total_tokens=539)
CompletionUsage(completion_tokens=62, prompt_tokens=463, total_tokens=525)
CompletionUsage(completion_tokens=83, prompt_tokens=499, total_tokens=582)
CompletionUsage(completion_tokens=85, prompt_tokens=492, total_tokens=577)
CompletionUsage(completion_tokens=76, prompt_tokens=504, total_tokens=580)
CompletionUsage(completion_tokens=65, prompt_tokens=517, total_tokens=582)
CompletionUsage(completion_tokens=75, prompt_tokens=550, total_tokens=625)
CompletionUsage(completion_tokens=67, prompt_tokens=533, total_tokens=600)
CompletionUsage(completion_tokens=74, prompt_tokens=539, total_tokens=613)
CompletionUsage(completion_tokens=111, prompt_tokens=454, total_tokens=565)
CompletionUsage(completion_tokens=81, prompt_tokens=464, total_tokens=545)
CompletionUsage(completion_tokens=115, prompt_tokens=461, total_tokens=576)
CompletionUsage(completion_tokens=71, prompt_tokens=511, total_tokens=582)
CompletionUsage(completion_tokens=131, prompt_tokens=503, total_tokens=634)
CompletionUsage(completion_tokens=111, prompt_tokens=513, total_tokens=624)
CompletionUsage(completion_tokens=5, prompt_tokens=513, total_tokens=518)
CompletionUsage(completion_tokens=72, prompt_tokens=503, total_tokens=575)
CompletionUsage(completion_tokens=64, prompt_tokens=1682, total_tokens=1746)
CompletionUsage(completion_tokens=5, prompt_tokens=474, total_tokens=479)
CompletionUsage(completion_tokens=142, prompt_tokens=467, total_tokens=609)
CompletionUsage(completion_tokens=5, prompt_tokens=464, total_tokens=469)
CompletionUsage(completion_tokens=125, prompt_tokens=500, total_tokens=625)
CompletionUsage(completion_tokens=87, prompt_tokens=493, total_tokens=580)
CompletionUsage(completion_tokens=5, prompt_tokens=505, total_tokens=510)
CompletionUsage(completion_tokens=5, prompt_tokens=518, total_tokens=523)
CompletionUsage(completion_tokens=100, prompt_tokens=551, total_tokens=651)
CompletionUsage(completion_tokens=147, prompt_tokens=534, total_tokens=681)
CompletionUsage(completion_tokens=132, prompt_tokens=540, total_tokens=672)
CompletionUsage(completion_tokens=5, prompt_tokens=455, total_tokens=460)
CompletionUsage(completion_tokens=5, prompt_tokens=465, total_tokens=470)
CompletionUsage(completion_tokens=5, prompt_tokens=462, total_tokens=467)
CompletionUsage(completion_tokens=5, prompt_tokens=512, total_tokens=517)
CompletionUsage(completion_tokens=5, prompt_tokens=504, total_tokens=509)
CompletionUsage(completion_tokens=130, prompt_tokens=514, total_tokens=644)
CompletionUsage(completion_tokens=5, prompt_tokens=514, total_tokens=519)
CompletionUsage(completion_tokens=190, prompt_tokens=504, total_tokens=694)
CompletionUsage(completion_tokens=5, prompt_tokens=1683, total_tokens=1688)
CompletionUsage(completion_tokens=107, prompt_tokens=278, total_tokens=385)
CompletionUsage(completion_tokens=119, prompt_tokens=307, total_tokens=426)
CompletionUsage(completion_tokens=105, prompt_tokens=273, total_tokens=378)
CompletionUsage(completion_tokens=66, prompt_tokens=274, total_tokens=340)
CompletionUsage(completion_tokens=81, prompt_tokens=277, total_tokens=358)
CompletionUsage(completion_tokens=71, prompt_tokens=300, total_tokens=371)
CompletionUsage(completion_tokens=73, prompt_tokens=292, total_tokens=365)
CompletionUsage(completion_tokens=112, prompt_tokens=308, total_tokens=420)
CompletionUsage(completion_tokens=96, prompt_tokens=280, total_tokens=376)
CompletionUsage(completion_tokens=137, prompt_tokens=248, total_tokens=385)
CompletionUsage(completion_tokens=99, prompt_tokens=676, total_tokens=775)
CompletionUsage(completion_tokens=50, prompt_tokens=269, total_tokens=319)
CompletionUsage(completion_tokens=54, prompt_tokens=298, total_tokens=352)
CompletionUsage(completion_tokens=103, prompt_tokens=264, total_tokens=367)
CompletionUsage(completion_tokens=84, prompt_tokens=265, total_tokens=349)
CompletionUsage(completion_tokens=94, prompt_tokens=268, total_tokens=362)
CompletionUsage(completion_tokens=75, prompt_tokens=291, total_tokens=366)
CompletionUsage(completion_tokens=69, prompt_tokens=283, total_tokens=352)
CompletionUsage(completion_tokens=97, prompt_tokens=299, total_tokens=396)
CompletionUsage(completion_tokens=67, prompt_tokens=271, total_tokens=338)
CompletionUsage(completion_tokens=127, prompt_tokens=239, total_tokens=366)
CompletionUsage(completion_tokens=68, prompt_tokens=667, total_tokens=735)
CompletionUsage(completion_tokens=68, prompt_tokens=270, total_tokens=338)
CompletionUsage(completion_tokens=77, prompt_tokens=299, total_tokens=376)
CompletionUsage(completion_tokens=88, prompt_tokens=265, total_tokens=353)
CompletionUsage(completion_tokens=84, prompt_tokens=266, total_tokens=350)
CompletionUsage(completion_tokens=107, prompt_tokens=269, total_tokens=376)
CompletionUsage(completion_tokens=5, prompt_tokens=292, total_tokens=297)
CompletionUsage(completion_tokens=87, prompt_tokens=284, total_tokens=371)
CompletionUsage(completion_tokens=5, prompt_tokens=300, total_tokens=305)
CompletionUsage(completion_tokens=121, prompt_tokens=272, total_tokens=393)
CompletionUsage(completion_tokens=176, prompt_tokens=240, total_tokens=416)
CompletionUsage(completion_tokens=5, prompt_tokens=668, total_tokens=673)
CompletionUsage(completion_tokens=135, prompt_tokens=442, total_tokens=577)
CompletionUsage(completion_tokens=58, prompt_tokens=454, total_tokens=512)
CompletionUsage(completion_tokens=75, prompt_tokens=493, total_tokens=568)
CompletionUsage(completion_tokens=99, prompt_tokens=456, total_tokens=555)
CompletionUsage(completion_tokens=99, prompt_tokens=469, total_tokens=568)
CompletionUsage(completion_tokens=95, prompt_tokens=634, total_tokens=729)
CompletionUsage(completion_tokens=107, prompt_tokens=591, total_tokens=698)
CompletionUsage(completion_tokens=78, prompt_tokens=639, total_tokens=717)
CompletionUsage(completion_tokens=99, prompt_tokens=636, total_tokens=735)
CompletionUsage(completion_tokens=78, prompt_tokens=449, total_tokens=527)
CompletionUsage(completion_tokens=71, prompt_tokens=449, total_tokens=520)
CompletionUsage(completion_tokens=71, prompt_tokens=449, total_tokens=520)
CompletionUsage(completion_tokens=77, prompt_tokens=470, total_tokens=547)
CompletionUsage(completion_tokens=129, prompt_tokens=450, total_tokens=579)
CompletionUsage(completion_tokens=101, prompt_tokens=437, total_tokens=538)
CompletionUsage(completion_tokens=67, prompt_tokens=434, total_tokens=501)
CompletionUsage(completion_tokens=67, prompt_tokens=434, total_tokens=501)
CompletionUsage(completion_tokens=154, prompt_tokens=480, total_tokens=634)
CompletionUsage(completion_tokens=90, prompt_tokens=1760, total_tokens=1850)
CompletionUsage(completion_tokens=63, prompt_tokens=433, total_tokens=496)
CompletionUsage(completion_tokens=104, prompt_tokens=445, total_tokens=549)
CompletionUsage(completion_tokens=83, prompt_tokens=484, total_tokens=567)
CompletionUsage(completion_tokens=75, prompt_tokens=447, total_tokens=522)
CompletionUsage(completion_tokens=79, prompt_tokens=460, total_tokens=539)
CompletionUsage(completion_tokens=55, prompt_tokens=625, total_tokens=680)
CompletionUsage(completion_tokens=52, prompt_tokens=582, total_tokens=634)
CompletionUsage(completion_tokens=83, prompt_tokens=630, total_tokens=713)
CompletionUsage(completion_tokens=82, prompt_tokens=627, total_tokens=709)
CompletionUsage(completion_tokens=81, prompt_tokens=440, total_tokens=521)
CompletionUsage(completion_tokens=68, prompt_tokens=440, total_tokens=508)
CompletionUsage(completion_tokens=81, prompt_tokens=440, total_tokens=521)
CompletionUsage(completion_tokens=89, prompt_tokens=461, total_tokens=550)
CompletionUsage(completion_tokens=79, prompt_tokens=441, total_tokens=520)
CompletionUsage(completion_tokens=64, prompt_tokens=428, total_tokens=492)
CompletionUsage(completion_tokens=81, prompt_tokens=425, total_tokens=506)
CompletionUsage(completion_tokens=108, prompt_tokens=425, total_tokens=533)
CompletionUsage(completion_tokens=91, prompt_tokens=471, total_tokens=562)
